Customer Name,Customer Segment,Customer State,Discount,Order Date,Order ID,Order Priority,Order Quantity,Product Base Margin,Product Category,Product Container,Product Name,Product Sub-Category,Profit,Region,Row ID,Sales,Ship Date,Ship Mode,Shipping Cost,Unit Price,Zip Code
Frank Merwin,Consumer,Idaho,0.04,2012-08-02,59170,High,5,0.38,Technology,Medium Box,Polycom ViewStation™ Adapter H323 Videoconferencing Unit,Office Machines,-1736.65,West,8274,8767.62,2012-08-04,Regular Air,13.99,1938.02,83877
Ken Dana,Corporate,New Mexico,0.04,2012-08-03,16547,Not Specified,8,0.77,Furniture,Jumbo Box,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Tables,-592.48,West,2296,1749.64,2012-08-03,Delivery Truck,69.64,218.75,88134
Ken Dana,Corporate,New Mexico,0.09,2012-08-03,16547,Not Specified,30,0.64,Furniture,Jumbo Drum,Hon 4700 Series Mobuis™ Mid-Back Task Chairs with Adjustable Arms,Chairs & Chairmats,1240.25,West,2297,10554.63,2012-08-05,Delivery Truck,58.92,355.98,88134
Debra Catini,Small Business,Colorado,0.05,2012-08-04,56483,High,37,0.4,Office Supplies,Small Box,Xerox 1971,Paper,-104.57,West,7895,158.62,2012-08-04,Regular Air,5.17,4.28,80728
Justin Knight,Corporate,Michigan,0.02,2012-08-04,18471,Not Specified,29,0.36,Office Supplies,Small Box,Xerox 1983,Paper,-47.12,Central,2553,185.61,2012-08-05,Regular Air,5.46,5.98,49971
Justin Knight,Corporate,Michigan,0.02,2012-08-04,18471,Not Specified,4,0.55,Office Supplies,Small Pack,Kleencut® Forged Office Shears by Acme United Corporation,"Scissors, Rulers and Trimmers",-8.02,Central,2552,10.96,2012-08-05,Regular Air,2.56,2.08,49971
Justin Knight,Corporate,Michigan,0,2012-08-04,18471,Not Specified,37,0.6,Office Supplies,Wrap Bag,Newell 315,Pens & Art Supplies,46.41,Central,2551,226.65,2012-08-05,Regular Air,0.96,5.98,49971
Roland Fjeld,Corporate,California,0.05,2012-08-04,47011,High,33,0.59,Office Supplies,Small Box,X-Rack™ File for Hanging Folders,Storage & Organization,-35.26,West,6607,373.13,2012-08-06,Regular Air,5.03,11.29,95503
Frank Merwin,Consumer,Idaho,0.03,2012-08-04,36455,High,48,0.54,Technology,Small Pack,"80 Minute CD-R Spindle, 100/Pack - Staples",Computer Peripherals,561.43,West,5120,1838.19,2012-08-06,Regular Air,1.99,39.48,83877
Anthony Johnson,Small Business,Delaware,0.04,2012-08-05,53511,Medium,49,0.55,Furniture,Small Box,"Eldon Expressions™ Desk Accessory, Wood Pencil Holder, Oak",Office Furnishings,-53.62,East,7500,491.93,2012-08-06,Regular Air,6.22,9.65,19701
Sally Hughsby,Consumer,Maryland,0.01,2012-08-05,55300,High,48,0.37,Office Supplies,Small Box,Avery 510,Labels,82.38,South,7718,180.48,2012-08-06,Regular Air,0.5,3.75,21230
Tracy Collins,Corporate,Illinois,0.05,2012-08-05,58182,High,24,0.44,Furniture,Small Pack,"Executive Impressions 13"" Clairmont Wall Clock",Office Furnishings,166.92,Central,8141,479.13,2012-08-07,Express Air,6.15,19.23,62924
Sally Hughsby,Consumer,Maryland,0.02,2012-08-05,55300,High,31,0.6,Furniture,Large Box,Dana Swing-Arm Lamps,Office Furnishings,-231.05,South,7719,350.48,2012-08-07,Regular Air,13.04,10.68,21230
Sally Hughsby,Consumer,Maryland,0.03,2012-08-05,55300,High,37,0.6,Office Supplies,Small Box,Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac,Appliances,-185.17,South,7720,159.89,2012-08-07,Regular Air,6.89,4.06,21230
Anthony Johnson,Small Business,Delaware,0.07,2012-08-05,53511,Medium,41,0.39,Office Supplies,Small Box,Fellowes Black Plastic Comb Bindings,Binders and Binder Accessories,-243.2365,East,7501,241.1,2012-08-07,Regular Air,8.49,5.81,19701
Neola Schneider,Home Office,New Jersey,0.1,2012-08-06,57509,Low,39,0.36,Office Supplies,Small Box,Avery 493,Labels,101.13,East,8057,199.39,2012-08-06,Express Air,0.5,4.91,07837
Ann Blume,Small Business,Maryland,0.02,2012-08-06,38087,Critical,18,0.41,Technology,Small Box,Zoom V.92 USB External Faxmodem,Computer Peripherals,-76.89,South,5361,901.81,2012-08-06,Regular Air,19.99,49.99,21794
Neola Schneider,Home Office,New Jersey,0.09,2012-08-06,57509,Low,11,0.61,Furniture,Jumbo Box,"Bevis Round Bullnose 29"" High Table Top",Tables,-225.09,East,8058,2770.35,2012-08-11,Delivery Truck,66.67,259.71,07837
Anthony O'Donnell,Corporate,Alabama,0,2012-08-07,6368,Not Specified,40,0.56,Technology,Jumbo Drum,Okidata ML390 Turbo Dot Matrix Printers,Office Machines,6839.95,South,885,19100.45,2012-08-07,Delivery Truck,14.7,442.14,35480
Adam Shillingsburg,Corporate,South Carolina,0.08,2012-08-07,39072,High,50,0.59,Office Supplies,Small Box,Hunt Boston® Vacuum Mount KS Pencil Sharpener,Pens & Art Supplies,144.69,South,5509,1633.37,2012-08-08,Regular Air,7.73,34.99,29001
Peter Buhler,Consumer,Texas,0.05,2012-08-07,54947,Not Specified,27,0.64,Technology,Small Pack,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Computer Peripherals,-98.35,Central,7662,132.36,2012-08-08,Regular Air,4.62,4.98,77474
Peter Buhler,Consumer,Texas,0.02,2012-08-07,54947,Not Specified,42,0.55,Furniture,Small Box,Hand-Finished Solid Wood Document Frame,Office Furnishings,565.37,Central,7663,1498.46,2012-08-09,Regular Air,5.02,34.23,77474
Brian Moss,Corporate,Alabama,0.01,2012-08-08,28256,High,19,0.78,Office Supplies,Jumbo Drum,"Tennsco Lockers, Gray",Storage & Organization,-851.09,South,3958,467.4,2012-08-08,Delivery Truck,53.03,20.98,35751
Ruben Ausman,Corporate,Delaware,0.04,2012-08-08,36643,Critical,30,0.61,Office Supplies,Small Box,Fellowes Bases and Tops For Staxonsteel®/High-Stak® Systems,Storage & Organization,87.03,East,5136,1025.02,2012-08-09,Regular Air,8.74,33.29,19891
Mary O'Rourke,Home Office,Mass,0.03,2012-08-08,58310,Critical,22,0.57,Office Supplies,Small Box,"Companion Letter/Legal File, Black",Storage & Organization,1.98,East,8155,834.81,2012-08-09,Regular Air,12.9,37.76,01054
Ruben Ausman,Corporate,Delaware,0.01,2012-08-08,36643,Critical,17,0.43,Furniture,Small Box,9-3/4 Diameter Round Wall Clock,Office Furnishings,-36.77,East,5137,240.87,2012-08-10,Regular Air,8.78,13.79,19891
Dianna Arnett,Home Office,Georgia,0,2012-08-09,37441,Critical,46,0.56,Furniture,Jumbo Drum,"Global Leather and Oak Executive Chair, Black",Chairs & Chairmats,3407.73,South,5260,14740.51,2012-08-10,Delivery Truck,164.73,300.98,39859
Jeremy Lonsdale,Corporate,Nebraska,0.03,2012-08-09,18816,Critical,12,0.56,Office Supplies,Small Box,Belkin Premiere Surge Master II 8-outlet surge protector,Appliances,108.96,Central,2603,580.46,2012-08-11,Express Air,3.99,48.58,68770
Dianna Arnett,Home Office,Georgia,0.09,2012-08-09,37441,Critical,1,0.58,Office Supplies,Wrap Bag,Newell 343,Pens & Art Supplies,-1.84,South,5261,3.77,2012-08-11,Regular Air,0.96,2.94,39859
Peter McVee,Small Business,California,0.01,2012-08-09,11008,Critical,17,0.85,Office Supplies,Large Box,"SAFCO Commercial Wire Shelving, Black",Storage & Organization,-321.51,West,1525,2545.89,2012-08-11,Regular Air,35,138.14,94404
Mick Crebagga,Corporate,Illinois,0.1,2012-08-10,49123,High,31,0.39,Office Supplies,Small Box,"Avery® 3 1/2"" Diskette Storage Pages, 10/Pack",Binders and Binder Accessories,-22.5285,Central,6889,305.76,2012-08-11,Regular Air,5.75,10.44,62999
Mick Crebagga,Corporate,Illinois,0.06,2012-08-10,49123,High,3,0.52,Technology,Small Pack,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Computer Peripherals,-26.8,Central,6890,25.48,2012-08-11,Regular Air,1.99,8.33,62999
Dana Kaydos,Corporate,New Jersey,0.04,2012-08-10,48230,Not Specified,39,0.42,Furniture,Small Box,"Deflect-o SuperTray™ Unbreakable Stackable Tray, Letter, Black",Office Furnishings,387.2,East,6774,1140.26,2012-08-12,Express Air,8.55,29.18,07981
Dan Campbell,Corporate,Maryland,0.1,2012-08-10,18819,Low,22,0.55,Furniture,Large Box,"Dana Fluorescent Magnifying Lamp, White, 36""",Office Furnishings,98.12,South,2604,1102.3,2012-08-12,Regular Air,22.24,50.98,21794
Dana Kaydos,Corporate,New Jersey,0,2012-08-10,48230,Not Specified,31,0.83,Office Supplies,Large Box,"Carina 42""Hx23 3/4""W Media Storage Unit",Storage & Organization,-684.78,East,6775,2645.8,2012-08-12,Regular Air,35,80.98,07981
Jill Matthias,Consumer,Maryland,0.1,2012-08-11,43846,High,9,0.39,Office Supplies,Wrap Bag,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",Paper,-8.28,South,6187,31.36,2012-08-12,Regular Air,2.2,3.6,21022
Sean O'Donnell,Corporate,Maryland,0.03,2012-08-11,1059,Critical,24,0.37,Office Supplies,Small Box,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Binders and Binder Accessories,310.216,South,169,990.1,2012-08-12,Regular Air,7.47,40.98,21794
Cathy Hwang,Home Office,Florida,0.1,2012-08-11,30215,Medium,20,0.39,Office Supplies,Wrap Bag,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",Paper,18.42,South,4247,125.84,2012-08-12,Regular Air,2,6.88,32099
Stephanie Phelps,Consumer,New York,0.03,2012-08-11,18279,Medium,20,0.36,Technology,Large Box,Sharp AL-1530CS Digital Copier,Copiers and Fax,3272.9,East,2516,10281.79,2012-08-12,Regular Air,24.49,499.99,14210
Darrin Van Huff,Home Office,Alabama,0.09,2012-08-11,30564,Critical,20,0.38,Technology,Wrap Bag,Accessory41,Telephones and Communication,126.126,South,4288,606.3985,2012-08-12,Regular Air,5.99,35.99,36544
Sean O'Donnell,Corporate,Maryland,0.02,2012-08-11,1059,Critical,22,0.38,Office Supplies,Small Box,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Binders and Binder Accessories,5.2955,South,170,127.33,2012-08-13,Regular Air,2.99,5.34,21794
Jennifer Patt,Home Office,Florida,0.08,2012-08-11,57890,Critical,15,0.37,Office Supplies,Small Box,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Paper,282.32,South,8109,803.04,2012-08-13,Regular Air,6.79,55.48,32099
Stephanie Phelps,Consumer,New York,0.07,2012-08-11,18279,Medium,22,0.52,Technology,Small Pack,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Computer Peripherals,11.95,East,2517,184.35,2012-08-13,Regular Air,1.99,8.33,14210
Cathy Hwang,Home Office,Florida,0.06,2012-08-11,30215,Medium,23,0.6,Technology,Small Box,T28 WORLD,Telephones and Communication,349.47,South,4248,3637.728,2012-08-13,Regular Air,8.99,195.99,32099
James Lanier,Corporate,Delaware,0.05,2012-08-12,51937,High,39,0.57,Office Supplies,Jumbo Drum,3.6 Cubic Foot Counter Height Office Refrigerator,Appliances,2816.21,East,7276,11613.13,2012-08-12,Delivery Truck,42.52,294.62,19980
Keith Dawkins,Home Office,Texas,0.03,2012-08-12,6979,Critical,28,0.36,Technology,Medium Box,TI 30X Scientific Calculator,Office Machines,-1.65,Central,962,334.89,2012-08-13,Regular Air,5.99,11.99,73301
Cari Sayre,Corporate,Idaho,0.07,2012-08-12,14916,Low,16,0.59,Technology,Small Box,StarTAC 6500,Telephones and Communication,21.024,West,2086,1685.941,2012-08-14,Express Air,8.8,125.99,83877
Cindy Schnelling,Corporate,Alabama,0.06,2012-08-12,39846,Low,10,0.69,Furniture,Jumbo Box,"O'Sullivan Elevations Bookcase, Cherry Finish",Bookcases,-340.98,South,5629,1372.14,2012-08-19,Delivery Truck,54.74,130.98,36032
Cindy Schnelling,Corporate,Alabama,0.06,2012-08-12,39846,Low,14,0.64,Technology,Small Pack,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Computer Peripherals,-62.73,South,5628,71.47,2012-08-19,Regular Air,4.62,4.98,36032
Victoria Pisteka,Corporate,Texas,0.1,2012-08-13,41888,Low,29,0.59,Technology,Small Box,V3682,Telephones and Communication,372.402,Central,5906,2823.037,2012-08-13,Regular Air,4.2,125.99,88595
Steven Ward,Consumer,Ohio,0.07,2012-08-13,57958,Critical,46,0.4,Office Supplies,Small Box,Xerox 1979,Paper,385.8,Central,8115,1419.83,2012-08-14,Express Air,8.74,30.98,43270
Victoria Pisteka,Corporate,Texas,0.08,2012-08-13,41888,Low,23,0.74,Technology,Small Pack,"Imation 3.5 IBM Formatted Diskettes, 10/Box",Computer Peripherals,-41.83,Central,5907,187.8,2012-08-17,Express Air,2.38,8.32,88595
Victoria Pisteka,Corporate,Texas,0.1,2012-08-13,41888,Low,18,0.35,Office Supplies,Small Box,GBC VeloBinder Electric Binding Machine,Binders and Binder Accessories,690.268,Central,5908,1979.47,2012-08-22,Regular Air,9.07,120.98,88595
Evan Minnotte,Corporate,Michigan,0.07,2012-08-14,19042,Critical,8,0.37,Office Supplies,Small Box,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Binders and Binder Accessories,54.9015,Central,2628,327.61,2012-08-15,Regular Air,7.47,40.98,49634
James Lanier,Corporate,Delaware,0.02,2012-08-14,8258,High,37,0.36,Office Supplies,Small Box,Staples 1 Part Blank Computer Paper,Paper,-155.21,East,1130,434.77,2012-08-15,Regular Air,11.25,11.34,19980
Denise Monton,Home Office,Ohio,0.06,2012-08-14,22851,Critical,38,0.56,Technology,Small Box,KF 788,Telephones and Communication,233.559,Central,3185,1409.0875,2012-08-15,Express Air,4.99,45.99,43001
Denise Monton,Home Office,Ohio,0.09,2012-08-14,22851,Critical,25,0.4,Technology,Small Pack,"Memorex 4.7GB DVD+RW, 3/Pack",Computer Peripherals,218.89,Central,3184,667.36,2012-08-15,Regular Air,1.99,28.48,43001
Denise Monton,Home Office,Ohio,0,2012-08-14,22851,Critical,13,0.43,Furniture,Small Box,Eldon® Wave Desk Accessories,Office Furnishings,-48.55,Central,3186,32.37,2012-08-16,Regular Air,5.33,2.08,43001
Natalie Fritzler,Home Office,Delaware,0.09,2012-08-14,11302,Low,10,0.36,Technology,Jumbo Drum,Lexmark Z54se Color Inkjet Printer,Office Machines,35.29,East,1566,866.66,2012-08-16,Delivery Truck,14,90.97,19810
Nathan Mautz,Corporate,Alabama,0.06,2012-08-14,22917,Medium,1,0.37,Technology,Large Box,Canon imageCLASS 2200 Advanced Copier,Copiers and Fax,-11769.17,South,3198,3550.28,2012-08-17,Express Air,24.49,3499.99,35077
Alan Hwang,Small Business,Virginia,0.02,2012-08-15,21703,Not Specified,15,0.59,Technology,Small Box,5165,Telephones and Communication,80.757,South,3017,2211.734,2012-08-15,Express Air,4.99,175.99,20101
Alan Barnes,Corporate,Michigan,0.1,2012-08-15,41153,Medium,29,0.75,Technology,Small Box,Fellowes 17-key keypad for PS/2 interface,Computer Peripherals,-45.1,Central,5802,862.2,2012-08-16,Regular Air,4,30.73,48001
Theresa Swint,Small Business,Wisconsin,0.08,2012-08-15,46021,High,1,0.66,Furniture,Jumbo Box,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",Bookcases,-120.24,Central,6464,199.48,2012-08-17,Delivery Truck,35.89,170.98,54990
Alan Hwang,Small Business,Virginia,0.03,2012-08-15,21703,Not Specified,20,0.67,Furniture,Medium Box,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Office Furnishings,3.140000000,South,3019,1846.76,2012-08-17,Regular Air,39.61,92.23,20101
Alan Hwang,Small Business,Virginia,0,2012-08-15,21703,Not Specified,3,0.38,Office Supplies,Small Box,Avery 501,Labels,-1.08,South,3018,12.01,2012-08-17,Regular Air,0.5,3.69,20101
Ryan Akin,Consumer,Maryland,0,2012-08-15,54369,Not Specified,47,0.52,Technology,Small Pack,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Computer Peripherals,82.31,South,7599,421.08,2012-08-17,Express Air,1.99,8.33,20601
Jim Radford,Corporate,Mass,0.08,2012-08-16,12544,Low,34,0.43,Furniture,Small Box,Eldon® Wave Desk Accessories,Office Furnishings,-129.01,East,1751,74.3,2012-08-23,Regular Air,5.33,2.08,02054
Delfina Latchford,Small Business,Mass,0.06,2012-08-17,10022,Low,1,0.36,Office Supplies,Wrap Bag,"Staples Wirebound Steno Books, 6"" x 9"", 12/Pack",Paper,-3.88,East,1380,12.18,2012-08-17,Regular Air,2.27,10.14,01001
Carl Weiss,Consumer,New York,0.02,2012-08-17,28291,Critical,14,0.78,Furniture,Jumbo Drum,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,Chairs & Chairmats,-477.66,East,3966,3950.6,2012-08-18,Delivery Truck,57,280.98,14709
Mick Crebagga,Corporate,Illinois,0.1,2012-08-17,20166,Low,6,0.56,Technology,Small Box,TimeportP7382,Telephones and Communication,-693.33,Central,2798,973.862,2012-08-21,Regular Air,8.99,205.99,62999
Bill Eplett,Corporate,North Carolina,0.01,2012-08-18,53152,Medium,36,0.58,Technology,Small Box,6120,Telephones and Communication,350.361,South,7448,2051.8235,2012-08-18,Express Air,8.8,65.99,28633
Quincy Jones,Home Office,Alabama,0.05,2012-08-18,2466,Critical,25,0.65,Furniture,Medium Box,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Office Furnishings,553.7,South,354,2553.84,2012-08-19,Regular Air,5.81,107.53,36276
Guy Armstrong,Corporate,Michigan,0.02,2012-08-18,12934,Not Specified,27,0.56,Office Supplies,Wrap Bag,Newell 337,Pens & Art Supplies,-66.35,Central,1811,96.99,2012-08-19,Express Air,3.97,3.28,48001
Guy Armstrong,Corporate,Michigan,0.05,2012-08-18,12934,Not Specified,45,0.39,Office Supplies,Small Box,"Staples #10 Laser & Inkjet Envelopes, 4 1/8"" x 9 1/2"", 100/Box",Envelopes,186.64,Central,1810,440.39,2012-08-19,Regular Air,1.39,9.78,48001
Denise Monton,Home Office,Ohio,0.08,2012-08-18,20773,Not Specified,44,0.38,Office Supplies,Small Box,Heavy-Duty E-Z-D® Binders,Binders and Binder Accessories,122.536,Central,2880,479.96,2012-08-19,Regular Air,2.99,10.91,43001
Bill Eplett,Corporate,North Carolina,0.02,2012-08-18,53152,Medium,9,0.37,Office Supplies,Small Box,Southworth 25% Cotton Premium Laser Paper and Envelopes,Paper,2.06,South,7450,186.67,2012-08-20,Regular Air,8.68,19.98,28633
Bill Eplett,Corporate,North Carolina,0.02,2012-08-18,53152,Medium,5,0.76,Technology,Small Box,Fellowes EZ Multi-Media Keyboard,Computer Peripherals,-159.68,South,7449,185.79,2012-08-20,Regular Air,7.53,34.98,28633
Bill Eplett,Corporate,North Carolina,0.01,2012-08-18,53152,Medium,9,0.6,Furniture,Large Box,Telescoping Adjustable Floor Lamp,Office Furnishings,27.91,South,7451,196.41,2012-08-21,Regular Air,11.17,19.99,28633
Christina DeMoss,Home Office,New Mexico,0.08,2012-08-18,5828,Low,21,0.76,Furniture,Jumbo Box,Hon 94000 Series Round Tables,Tables,-450.7,West,808,6005.21,2012-08-25,Delivery Truck,54.12,296.18,88439
Joy Bell,Home Office,Mass,0.07,2012-08-19,49154,Medium,26,0.59,Office Supplies,Large Box,Euro Pro Shark Stick Mini Vacuum,Appliances,-807.89,East,6894,1523.5,2012-08-20,Regular Air,49,60.98,05544
Trudy Schmidt,Small Business,Arizona,0.06,2012-08-19,1799,Not Specified,10,0.69,Furniture,Jumbo Drum,Hon Comfortask® Task/Swivel Chairs,Chairs & Chairmats,-127.3,West,260,1187.12,2012-08-21,Delivery Truck,30,113.98,85321
Trudy Schmidt,Small Business,Arizona,0.05,2012-08-19,1799,Not Specified,16,0.37,Office Supplies,Small Box,Xerox 204,Paper,-52.77,West,259,108.31,2012-08-21,Regular Air,6.86,6.48,85321
Raymond Book,Consumer,New York,0.08,2012-08-19,24391,Low,14,0.6,Furniture,Jumbo Box,"Bush® Cubix Conference Tables, Fully Assembled",Tables,501.69,East,3422,3236.8,2012-08-23,Delivery Truck,23.78,230.98,12917
Dennis Bolton,Small Business,New Jersey,0.09,2012-08-20,49412,Critical,20,0.59,Technology,Jumbo Box,Panasonic KX-P3626 Dot Matrix Printer,Office Machines,909.36,East,6926,9418.14,2012-08-20,Delivery Truck,16.63,517.48,07001
John Huston,Consumer,Ohio,0.03,2012-08-21,13542,Low,33,0.38,Office Supplies,Small Box,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Envelopes,-90.21,Central,1884,310.44,2012-08-21,Regular Air,8.29,8.74,45999
Richard Bierner,Small Business,Washington,0.02,2012-08-21,37510,Critical,15,0.66,Office Supplies,Small Box,Fellowes Super Stor/Drawer® Files,Storage & Organization,243.73,West,5271,2466.02,2012-08-21,Regular Air,19.99,161.55,98103
Rose O'Brian,Home Office,Connecticut,0.07,2012-08-21,8709,High,50,0.37,Technology,Medium Box,Canon MP25DIII Desktop Whisper-Quiet Printing Calculator,Office Machines,773.36,East,1191,2451.41,2012-08-23,Regular Air,10.17,51.98,06703
Rose O'Brian,Home Office,Connecticut,0.1,2012-08-21,8709,High,11,0.37,Technology,Jumbo Drum,Lexmark Z25 Color Inkjet Printer,Office Machines,-171.79,East,1192,851.24,2012-08-24,Delivery Truck,33.6,80.97,06703
John Huston,Consumer,Ohio,0.01,2012-08-21,13542,Low,11,0.56,Furniture,Jumbo Drum,"Global Leather and Oak Executive Chair, Black",Chairs & Chairmats,403.81,Central,1885,3571.84,2012-08-28,Delivery Truck,64.73,300.98,45999
Dorothy Badders,Home Office,Delaware,0.04,2012-08-22,58434,High,42,0.44,Furniture,Small Pack,"Executive Impressions 13"" Clairmont Wall Clock",Office Furnishings,268.32,East,8176,843.53,2012-08-23,Regular Air,6.15,19.23,19895
Ann Steele,Corporate,Idaho,0.03,2012-08-22,52870,Not Specified,21,0.56,Office Supplies,Large Box,"Bravo II™ Megaboss® 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Appliances,-948.71,West,7411,118.51,2012-08-24,Regular Air,49,3.25,83810
Karen Bern,Corporate,New Jersey,0.04,2012-08-22,59879,Not Specified,33,0.39,Technology,Small Pack,Accessory9,Telephones and Communication,368.559,East,8381,987.3175,2012-08-24,Express Air,3.3,35.99,08823
Maxwell Schwartz,Corporate,New Mexico,0.01,2012-08-22,59776,Low,35,0.36,Office Supplies,Small Box,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Envelopes,124.82,West,8362,285.01,2012-08-26,Express Air,1.39,7.64,87011
Maxwell Schwartz,Corporate,New Mexico,0.07,2012-08-22,59776,Low,33,0.36,Technology,Jumbo Box,Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer,Office Machines,5255.45,West,8361,12215.43,2012-08-26,Delivery Truck,48.26,400.97,87011
Thomas Brumley,Consumer,Utah,0.1,2012-08-23,34497,Medium,36,0.38,Office Supplies,Small Box,Xerox 1961,Paper,-174.18,West,4846,175.35,2012-08-24,Regular Air,7.54,4.98,84337
Thomas Brumley,Consumer,Utah,0,2012-08-23,34497,Medium,25,0.39,Office Supplies,Small Box,Xerox 1991,Paper,117.73,West,4847,590.6,2012-08-25,Regular Air,8.18,22.84,84337
Nora Price,Home Office,New York,0.01,2012-08-23,13632,Medium,6,0.52,Technology,Small Box,AT&T 2230 Dual Handset Phone With Caller ID/Call Waiting,Office Machines,-222.94,East,1902,608.93,2012-08-25,Express Air,19.99,99.99,14210
Roy Phan,Consumer,New York,0.09,2012-08-23,37095,Low,3,0.39,Technology,Large Box,Polycom ViewStation™ ISDN Videoconferencing Unit,Office Machines,-16253.68,East,5213,18888,2012-08-27,Regular Air,24.49,6783.02,10501
Heather Kirkland,Home Office,Mass,0.08,2012-08-24,27111,High,44,0.81,Technology,Small Pack,Accessory39,Telephones and Communication,-96.338,East,3806,774.0525,2012-08-24,Express Air,3.3,20.99,01001
Craig Carroll,Corporate,Idaho,0.06,2012-08-24,2373,Not Specified,36,0.38,Office Supplies,Small Box,Avery Printable Repositionable Plastic Tabs,Binders and Binder Accessories,-46.115,West,347,317.59,2012-08-25,Regular Air,6.19,8.6,83201
Heather Kirkland,Home Office,Mass,0,2012-08-24,27111,High,18,0.71,Office Supplies,Small Box,Fellowes Staxonsteel® Drawer Files,Storage & Organization,282.18,East,3807,3497.05,2012-08-25,Regular Air,19.99,193.17,01001
Heather Kirkland,Home Office,Mass,0.06,2012-08-24,27111,High,11,0.52,Technology,Small Box,US Robotics 56K V.92 External Faxmodem,Computer Peripherals,-127.56,East,3808,1064.23,2012-08-27,Regular Air,19.99,99.99,01001
Rob Beeghly,Consumer,Virginia,0,2012-08-25,25574,Not Specified,46,0.78,Furniture,Jumbo Box,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",Bookcases,-1390.53,South,3586,5074.07,2012-08-25,Delivery Truck,57.38,100.98,23111
Rob Beeghly,Consumer,Virginia,0.01,2012-08-25,25574,Not Specified,31,0.71,Technology,Small Pack,"DS/HD IBM Formatted Diskettes, 200/Pack - Staples",Computer Peripherals,118.82,South,3587,1526.67,2012-08-26,Express Air,3.61,47.98,23111
Dennis Kane,Small Business,North Carolina,0.05,2012-08-25,33217,High,34,0.37,Technology,Medium Box,Canon MP25DIII Desktop Whisper-Quiet Printing Calculator,Office Machines,599.04,South,4663,1806.65,2012-08-26,Regular Air,10.17,51.98,28633
Dennis Kane,Small Business,North Carolina,0.1,2012-08-25,33217,High,20,0.79,Technology,Small Box,Keytronic French Keyboard,Computer Peripherals,-229.87,South,4662,1388.91,2012-08-26,Regular Air,4,73.98,28633
Laura Armstrong,Small Business,Maryland,0.01,2012-08-25,45987,Not Specified,31,0.37,Office Supplies,Wrap Bag,EcoTones® Memo Sheets,Paper,37.25,South,6458,131.43,2012-08-27,Regular Air,1.3,4,20667
Lindsay Castell,Small Business,Nebraska,0,2012-08-25,12450,Not Specified,15,0.65,Technology,Small Box,Keytronic French Keyboard,Computer Peripherals,-88.61,Central,1733,1146.41,2012-08-27,Regular Air,14.52,73.98,69367
Resi Polking,Small Business,South Carolina,0.01,2012-08-25,14176,Low,39,0.38,Technology,Wrap Bag,Accessory41,Telephones and Communication,453.798,South,1987,1233.4775,2012-09-01,Regular Air,5.99,35.99,29808
Denny Blanton,Home Office,California,0.07,2012-08-26,28258,Critical,2,0.6,Technology,Small Box,i2000,Telephones and Communication,-604.406,West,3959,201.178,2012-08-26,Regular Air,2.5,125.99,91188
Carol Adams,Corporate,Nebraska,0.06,2012-08-26,23398,Medium,19,0.37,Office Supplies,Small Box,Xerox 210,Paper,-75.44,Central,3274,123.1,2012-08-27,Regular Air,7.37,6.48,68717
Carlos Daly,Home Office,Delaware,0.05,2012-08-26,40518,Critical,3,0.38,Office Supplies,Small Box,"ACCOHIDE® 3-Ring Binder, Blue, 1""",Binders and Binder Accessories,-12.1555,East,5719,17.52,2012-08-27,Regular Air,5.04,4.13,19810
Denny Blanton,Home Office,California,0.03,2012-08-26,28258,Critical,25,0.52,Technology,Small Box,US Robotics 56K V.92 External Faxmodem,Computer Peripherals,293.66,West,3960,2493.24,2012-08-27,Regular Air,19.99,99.99,91188
Michelle Moray,Corporate,Virginia,0.02,2012-08-27,7776,Medium,6,0.76,Furniture,Jumbo Box,"Bevis Round Conference Table Top, X-Base",Tables,-4.34,South,1052,934.216,2012-08-27,Delivery Truck,29.21,179.29,23970
