Week Number,Quarter Highlighter,Sales (Selected Month),Sales % Difference from Previous,MTD More or Less,YTD Sales (Selected),MTD Sales % Difference,What to show,Days left EoQ,Customer Name,Customer Segment,Customer State,Discount,MTD Profit % Difference,YTD Sales % Difference,MTD Profit (Previous),MTD Profit (Selected),MTD Sales (Previous),레코드 수,Order Date,Order ID,Order Priority,Order Quantity,Product Base Margin,Product Category,Product Container,Product Name,Product Sub-Category,Profit,Region,Row ID,Sales (Previous Month),Sales,Ship Date,Ship Mode,Shipping Cost,Unit Price,MTD Sales (Selected),YTD Sales (Previous),Zip Code
5,Older,,,Less,,,East,67,Dennis Bolton,Small Business,New Jersey,0.1,,,,,,1,2012-10-28,6656,Critical,50,0.35,Office Supplies,Small Box,Vinyl Sectional Post Binders,Binders and Binder Accessories,805.4345,East,922,,"$1,832",2012-10-29,Regular Air,2.99,37.7,,,07001
5,Older,,,Less,,,South,67,Larry Tron,Corporate,Virginia,0.01,,,,,,1,2012-10-28,18496,High,30,0.64,Technology,Small Box,Belkin ErgoBoard™ Keyboard,Computer Peripherals,46.29,South,2554,,$991,2012-10-29,Regular Air,6.5,30.98,,,24157
5,Older,,,Less,,,Central,67,Brendan Sweed,Consumer,Wisconsin,0.08,,,,,,1,2012-10-28,8353,Medium,16,0.58,Office Supplies,Wrap Bag,Newell 343,Pens & Art Supplies,-2.12,Central,1147,,$46,2012-10-30,Regular Air,0.96,2.94,,,53081
5,Older,,,Less,,,Central,67,Sonia Sunley,Corporate,Michigan,0.02,,,,,,1,2012-10-28,10048,Not Specified,21,0.83,Office Supplies,Wrap Bag,"*Staples* vLetter Openers, 2/Pack","Scissors, Rulers and Trimmers",-20.65,Central,1381,,$79,2012-10-30,Regular Air,1.32,3.68,,,49971
5,Older,,,Less,,,Central,67,Brendan Sweed,Consumer,Wisconsin,0.06,,,,,,1,2012-10-28,8353,Medium,34,0.74,Technology,Small Pack,"Imation 3.5 IBM Formatted Diskettes, 10/Box",Computer Peripherals,-36.63,Central,1146,,$287,2012-10-30,Regular Air,2.38,8.32,,,53081
5,Older,,,Less,,,South,67,Larry Tron,Corporate,Virginia,0.01,,,,,,1,2012-10-28,18496,High,29,0.36,Office Supplies,Small Box,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Paper,177.79,South,2555,,"$1,267",2012-10-31,Regular Air,19.99,40.99,,,24157
5,Older,,,Less,,,Central,67,Sonia Sunley,Corporate,Michigan,0.08,,,,,,1,2012-10-28,10048,Not Specified,46,0.77,Technology,Small Box,Keytronic 105-Key Spanish Keyboard,Computer Peripherals,97.160000000,Central,1382,,"$3,197",2012-10-31,Regular Air,4,73.98,,,49971
5,Older,,,Less,,,West,67,Christine Sundaresam,Small Business,New Mexico,0.07,,,,,,1,2012-10-29,24358,Critical,27,0.8,Office Supplies,Large Box,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Storage & Organization,-207.28,West,3411,,"$7,333",2012-10-29,Regular Air,35,279.48,,,88134
5,Older,,,Less,,,West,67,Denny Ordway,Small Business,Washington,0,,,,,,1,2012-10-29,21286,Critical,17,0.52,Office Supplies,Medium Box,Holmes Odor Grabber,Appliances,9.33,West,2937,,$280,2012-10-30,Express Air,6.75,14.42,,,98390
5,Older,,,Less,,,Central,67,Victoria Pisteka,Corporate,Texas,0.03,,,,,,1,2012-10-29,13218,High,18,0.38,Office Supplies,Small Box,Lock-Up Easel 'Spel-Binder',Binders and Binder Accessories,198.9425,Central,1838,,$513,2012-10-30,Regular Air,1.49,28.53,,,88595
5,Older,,,Less,,,West,67,Paul Lucas,Corporate,California,0.09,,,,,,1,2012-10-29,263,High,25,0.37,Office Supplies,Small Box,3M Organizer Strips,Binders and Binder Accessories,-136.252,West,46,,$137,2012-10-30,Regular Air,7.78,5.4,,,96061
5,Older,,,Less,,,Central,67,Victoria Pisteka,Corporate,Texas,0.07,,,,,,1,2012-10-29,13218,High,16,0.36,Office Supplies,Small Box,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),Paper,-62,Central,1839,,$99,2012-10-31,Regular Air,7.15,5.98,,,88595
5,Older,,,Less,,,Central,67,Roy Skaria,Corporate,Illinois,0.06,,,,,,1,2012-10-30,3553,Medium,7,0.58,Office Supplies,Wrap Bag,Newell 343,Pens & Art Supplies,-4.04,Central,516,,$21,2012-10-31,Regular Air,0.96,2.94,,,60406
5,Older,,,Less,,,West,67,Aleksandra Gannaway,Home Office,Washington,0.09,,,,,,1,2012-10-30,36131,High,26,0.36,Office Supplies,Small Box,Xerox 1897,Paper,-83.42,West,5070,,$131,2012-10-31,Regular Air,6.07,4.98,,,98601
5,Older,,,Less,,,West,67,Aleksandra Gannaway,Home Office,Washington,0.07,,,,,,1,2012-10-30,36131,High,26,0.44,Office Supplies,Wrap Bag,Prismacolor Color Pencil Set,Pens & Art Supplies,120.18,West,5069,,$493,2012-10-31,Regular Air,4.1,19.84,,,98601
5,Older,,,Less,,,West,67,Aleksandra Gannaway,Home Office,Washington,0.07,,,,,,1,2012-10-30,36131,High,43,0.35,Office Supplies,Wrap Bag,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",Paper,151.27,West,5071,,$355,2012-11-01,Regular Air,1.43,8.34,,,98601
5,Older,,,Less,,,South,67,Stefania Perrino,Corporate,South Carolina,0.04,,,,,,1,2012-10-30,59779,Low,30,0.69,Furniture,Jumbo Drum,Hon Comfortask® Task/Swivel Chairs,Chairs & Chairmats,87.88,South,8364,,"$3,575",2012-11-06,Delivery Truck,30,113.98,,,29338
5,Older,,,Less,,,East,67,Sylvia Foulston,Corporate,New Jersey,0.02,,,,,,1,2012-10-31,59207,Critical,42,0.78,Furniture,Jumbo Box,Global Adaptabilities™ Conference Tables,Tables,-1050.62,East,8289,,"$9,503",2012-10-31,Delivery Truck,81.98,280.98,,,07001
5,Older,,,Less,,,East,67,Jack O'Briant,Small Business,New Jersey,0.04,,,,,,1,2012-10-31,58147,High,41,0.58,Office Supplies,Small Box,Staples Surge Protector 6 outlet,Appliances,24.09,East,8135,,$471,2012-10-31,Regular Air,3.99,10.98,,,08823
5,Older,,,Less,,,South,67,Brendan Murry,Corporate,Maryland,0.09,,,,,,1,2012-10-31,38341,Medium,38,0.57,Technology,Wrap Bag,Accessory25,Telephones and Communication,122.292,South,5393,,$623,2012-10-31,Regular Air,0.99,20.99,,,21290
5,Older,,,Less,,,South,67,Brendan Murry,Corporate,Maryland,0.1,,,,,,1,2012-10-31,38341,Medium,15,0.4,Office Supplies,Small Box,Cardinal Poly Pocket Divider Pockets for Ring Binders,Binders and Binder Accessories,-67.0565,South,5394,,$63,2012-11-01,Express Air,6.27,3.36,,,21290
5,Older,,,Less,,,South,67,Roy Collins,Corporate,Florida,0.09,,,,,,1,2012-10-31,59207,Critical,3,0.39,Office Supplies,Wrap Bag,Staples Gold Paper Clips,Rubber Bands,-4.07,South,8290,,$10,2012-11-01,Regular Air,1.58,2.98,,,32003
5,Older,,,Less,,,South,67,Brendan Murry,Corporate,Maryland,0.07,,,,,,1,2012-10-31,38341,Medium,5,0.38,Office Supplies,Small Box,Xerox 1933,Paper,-7.94,South,5395,,$64,2012-11-02,Regular Air,4.86,12.28,,,21290
5,Older,,,Less,,,South,67,Arthur Wiediger,Corporate,Virginia,0,,,,,,1,2012-10-31,20614,Not Specified,47,0.67,Technology,Small Box,Keytronic 105-Key Spanish Keyboard,Computer Peripherals,326.25,South,2858,,"$3,596",2012-11-02,Express Air,12.14,73.98,,,23664
5,Older,,,Less,,,West,67,Tony Molinari,Corporate,California,0.04,,,,,,1,2012-11-01,8930,Medium,14,0.4,Office Supplies,Small Box,Hammermill Color Copier Paper (28Lb. and 96 Bright),Paper,-92.32,West,1214,,$146,2012-11-03,Regular Air,11.59,9.99,,,96002
5,Older,,,Less,,,South,67,Karen Ferguson,Home Office,North Carolina,0.07,,,,,,1,2012-11-01,55909,Low,3,0.39,Office Supplies,Small Box,Ibico EB-19 Dual Function Manual Binding System,Binders and Binder Accessories,-93.8285,South,7821,,$527,2012-11-05,Regular Air,19.99,172.99,,,27801
5,Older,,,Less,,,South,67,Karen Ferguson,Home Office,North Carolina,0.03,,,,,,1,2012-11-01,55909,Low,2,0.57,Office Supplies,Small Box,"Fellowes Personal Hanging Folder Files, Navy",Storage & Organization,-20.57,South,7822,,$33,2012-11-08,Regular Air,5.5,13.43,,,27801
5,Older,,,Less,,,East,67,Duane Huffman,Small Business,Delaware,0.09,,,,,,1,2012-11-02,20261,Medium,25,0.37,Office Supplies,Small Box,GBC Wire Binding Strips,Binders and Binder Accessories,67.1075,East,2807,,$752,2012-11-02,Express Air,12.62,31.74,,,19810
5,Older,,,Less,,,East,67,Elizabeth Moffitt,Consumer,Connecticut,0.04,,,,,,1,2012-11-02,20903,High,4,0.62,Furniture,Jumbo Box,"Bush Westfield Collection Bookcases, Fully Assembled",Bookcases,-152.76,East,2897,,$443,2012-11-03,Delivery Truck,35.84,100.98,,,06928
5,Older,,,Less,,,West,67,Kristina Nunn,Consumer,Arizona,0.09,,,,,,1,2012-11-02,5698,Medium,15,0.58,Office Supplies,Small Box,Kensington 6 Outlet Guardian Standard Surge Protector,Appliances,-16.89,West,795,,$297,2012-11-03,Regular Air,6.32,20.48,,,86409
5,Older,,,Less,,,West,67,Kristina Nunn,Consumer,Arizona,0.06,,,,,,1,2012-11-02,5698,Medium,7,0.38,Office Supplies,Small Box,"#10 White Business Envelopes,4 1/8 x 9 1/2",Envelopes,25.51,West,796,,$108,2012-11-03,Regular Air,1.39,15.67,,,86409
5,Older,,,Less,,,East,67,Duane Huffman,Small Business,Delaware,0.02,,,,,,1,2012-11-02,20261,Medium,21,0.56,Technology,Small Box,Talkabout T8367,Telephones and Communication,168.237,East,2808,,"$1,259",2012-11-03,Express Air,8.99,65.99,,,19810
5,Older,,,Less,,,South,67,Dave Poirier,Small Business,Florida,0.01,,,,,,1,2012-11-02,2725,Not Specified,39,0.56,Technology,Small Box,5180,Telephones and Communication,396.972,South,395,,"$2,178",2012-11-03,Express Air,8.99,65.99,,,32003
5,Older,,,Less,,,East,67,Daniel Byrd,Home Office,New York,0,,,,,,1,2012-11-02,32355,Not Specified,50,0.37,Office Supplies,Small Box,Xerox 231,Paper,-33.31,East,4547,,$355,2012-11-04,Regular Air,5.11,6.48,,,14925
5,Older,,,Less,,,East,67,Daniel Byrd,Home Office,New York,0.01,,,,,,1,2012-11-02,32355,Not Specified,34,0.38,Office Supplies,Small Box,Storex Dura Pro™ Binders,Binders and Binder Accessories,-239.315,East,4548,,$212,2012-11-05,Regular Air,9.92,5.94,,,14925
5,Older,,,Less,,,East,67,Duane Huffman,Small Business,Delaware,0.04,,,,,,1,2012-11-02,20261,Medium,36,0.39,Office Supplies,Wrap Bag,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Paper,81.91,East,2809,,$220,2012-11-05,Regular Air,1.02,6.35,,,19810
5,Older,,,Less,,,West,67,Lisa Ryan,Home Office,New Mexico,0.03,,,,,,1,2012-11-03,31810,Critical,46,0.42,Furniture,Wrap Bag,"Master Caster Door Stop, Large Neon Orange",Office Furnishings,-166.74,West,4462,,$356,2012-11-03,Regular Air,7.98,7.28,,,87011
5,Older,,,Less,,,South,67,Astrea Jones,Corporate,Georgia,0.04,,,,,,1,2012-11-03,39040,Critical,7,0.83,Office Supplies,Wrap Bag,"Brites Rubber Bands, 1 1/2 oz. Box",Rubber Bands,-1,South,5504,,$19,2012-11-04,Express Air,0.7,1.98,,,39859
5,Older,,,Less,,,East,67,Bill Shonely,Small Business,Connecticut,0.03,,,,,,1,2012-11-03,25472,High,40,0.36,Office Supplies,Wrap Bag,Rediform S.O.S. Phone Message Books,Paper,80.35,East,3570,,$194,2012-11-04,Regular Air,0.8,4.98,,,06037
5,Older,,,Less,,,East,67,Adam Bellavance,Small Business,New York,0.08,,,,,,1,2012-11-03,42949,Not Specified,40,0.37,Office Supplies,Wrap Bag,Advantus Plastic Paper Clips,Rubber Bands,-17.49,East,6062,,$202,2012-11-04,Regular Air,3.39,5,,,10501
5,Older,,,Less,,,South,67,Astrea Jones,Corporate,Georgia,0.03,,,,,,1,2012-11-03,39040,Critical,26,0.83,Technology,Small Pack,Accessory36,Telephones and Communication,-221.254,South,5503,,"$1,205",2012-11-04,Regular Air,5,55.99,,,39859
5,Older,,,Less,,,South,67,Tim Brockman,Consumer,South Carolina,0.06,,,,,,1,2012-11-03,23170,Not Specified,20,0.57,Furniture,Large Box,"Lifetime Advantage™ Folding Chairs, 4/Carton",Chairs & Chairmats,969.42,South,3229,,"$4,253",2012-11-05,Express Air,18.06,218.08,,,29684
5,Older,,,Less,,,Central,67,Eugene Hildebrand,Home Office,Texas,0.04,,,,,,1,2012-11-03,38726,Medium,44,0.36,Office Supplies,Small Box,Economy Binders,Binders and Binder Accessories,-11.2815,Central,5455,,$93,2012-11-05,Regular Air,1.49,2.08,,,78702
5,Older,,,Less,,,West,67,Edward Becker,Home Office,Utah,0.02,,,,,,1,2012-11-03,13735,Medium,36,0.36,Office Supplies,Small Box,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Envelopes,117.38,West,1917,,$282,2012-11-05,Regular Air,1.39,7.64,,,84014
5,Older,,,Less,,,East,67,Adam Bellavance,Small Business,New York,0.07,,,,,,1,2012-11-03,42949,Not Specified,49,0.39,Technology,Medium Box,Hewlett Packard 6S Scientific Calculator,Office Machines,-131.77,East,6063,,$631,2012-11-05,Regular Air,9.44,12.99,,,10501
5,Older,,,Less,,,Central,67,Cyma Kinney,Small Business,Wisconsin,0.09,,,,,,1,2012-11-03,28069,Low,4,0.49,Office Supplies,Wrap Bag,Avery Hi-Liter® Smear-Safe Highlighters,Pens & Art Supplies,-2.87,Central,3941,,$24,2012-11-07,Regular Air,0.83,5.84,,,53235
5,Older,,,Less,,,Central,67,Cyma Kinney,Small Business,Wisconsin,0.02,,,,,,1,2012-11-03,28069,Low,1,0.36,Office Supplies,Wrap Bag,Array® Memo Cubes,Paper,-4.09,Central,3942,,$10,2012-11-08,Express Air,2.04,5.18,,,53235
6,Older,,,Less,,,South,67,Mathew Reese,Small Business,North Carolina,0.1,,,,,,1,2012-11-04,57666,Not Specified,44,0.78,Office Supplies,Jumbo Drum,"Tennsco Lockers, Gray",Storage & Organization,-2111.36,South,8083,,$942,2012-11-04,Delivery Truck,53.03,20.98,,,28909
6,Older,,,Less,,,East,67,Eudokia Martin,Home Office,Delaware,0.03,,,,,,1,2012-11-04,46853,Low,22,0.51,Technology,Small Box,Hayes Optima 56K V.90 Internal Voice Modem,Computer Peripherals,1489.8,East,6581,,"$5,649",2012-11-04,Regular Air,11.25,256.99,,,19701
6,Older,,,Less,,,West,67,Eugene Moren,Home Office,Washington,0.01,,,,,,1,2012-11-04,834,Medium,15,0.4,Technology,Jumbo Drum,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,Office Machines,-188.96,West,131,,"$1,813",2012-11-05,Delivery Truck,56.14,115.99,,,99403
6,Older,,,Less,,,East,67,Mitch Gastineau,Small Business,New York,0.1,,,,,,1,2012-11-04,22818,Critical,50,0.78,Furniture,Jumbo Drum,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Chairs & Chairmats,-592.43,East,3171,,"$6,278",2012-11-06,Delivery Truck,30,130.98,,,10501
6,Older,,,Less,,,South,67,Quincy Jones,Corporate,Alabama,0.06,,,,,,1,2012-11-04,25509,Critical,43,0.37,Office Supplies,Small Box,Cardinal Holdit Business Card Pockets,Binders and Binder Accessories,-103.224,South,3580,,$212,2012-11-06,Regular Air,4.95,4.98,,,36276
6,Older,,,Less,,,South,67,Mathew Reese,Small Business,North Carolina,0.03,,,,,,1,2012-11-04,57666,Not Specified,45,0.57,Office Supplies,Small Pack,Boston 1799 Powerhouse™ Electric Pencil Sharpener,Pens & Art Supplies,304.2,South,8084,,"$1,206",2012-11-07,Regular Air,4.08,25.98,,,28909
6,Older,,,Less,,,East,67,Mitch Gastineau,Small Business,New York,0.08,,,,,,1,2012-11-04,22818,Low,19,0.68,Technology,Small Box,Belkin 105-Key Black Keyboard,Computer Peripherals,-53.82,East,3172,,$360,2012-11-08,Regular Air,4,19.98,,,10501
6,Older,,,Less,,,West,67,Emily Grady,Home Office,Idaho,0.07,,,,,,1,2012-11-05,10663,High,40,0.39,Office Supplies,Small Box,Avery 494,Labels,38.45,West,1484,,$104,2012-11-05,Regular Air,0.5,2.61,,,83201
6,Older,,,Less,,,South,67,Tom Stivers,Corporate,Virginia,0.03,,,,,,1,2012-11-05,55908,High,44,0.36,Office Supplies,Small Box,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",Binders and Binder Accessories,807.381,South,7820,,"$1,845",2012-11-06,Regular Air,2.99,42.8,,,23970
6,Older,,,Less,,,East,67,Justin Ellison,Home Office,New Jersey,0,,,,,,1,2012-11-05,26758,Not Specified,37,0.56,Office Supplies,Wrap Bag,Newell 340,Pens & Art Supplies,17,East,3746,,$108,2012-11-07,Regular Air,0.7,2.88,,,07981
6,Older,,,Less,,,West,67,Nathan Gelder,Home Office,Colorado,0.08,,,,,,1,2012-11-05,19431,Not Specified,4,0.57,Office Supplies,Wrap Bag,Newell 31,Pens & Art Supplies,-5.54,West,2687,,$17,2012-11-07,Regular Air,1.17,4.13,,,80813
6,Older,,,Less,,,East,67,Justin Ellison,Home Office,New Jersey,0.09,,,,,,1,2012-11-05,26758,Not Specified,46,0.76,Technology,Small Box,Micro Innovations Media Access Pro Keyboard,Computer Peripherals,315.33,East,3747,,"$3,519",2012-11-07,Express Air,4,77.51,,,07981
6,Older,,,Less,,,West,67,Stuart Calhoun,Consumer,Utah,0.02,,,,,,1,2012-11-06,23205,High,26,0.75,Furniture,Jumbo Box,Bevis Boat-Shaped Conference Table,Tables,-57.8,West,3237,,"$7,209",2012-11-07,Delivery Truck,62.74,262.11,,,84337
6,Older,,,Less,,,West,67,Nancy Lomonaco,Home Office,Utah,0.05,,,,,,1,2012-11-06,5760,Not Specified,34,0.55,Furniture,Jumbo Drum,"Global Airflow Leather Mesh Back Chair, Black",Chairs & Chairmats,650.3,West,802,,"$5,262",2012-11-07,Delivery Truck,43.71,150.98,,,84014
6,Older,,,Less,,,Central,67,Harold Dahlen,Consumer,Nebraska,0.1,,,,,,1,2012-11-06,41091,Medium,32,0.57,Furniture,Large Box,"Lifetime Advantage™ Folding Chairs, 4/Carton",Chairs & Chairmats,1318.83,Central,5793,,"$6,311",2012-11-07,Express Air,18.06,218.08,,,68717
6,Older,,,Less,,,West,67,Stuart Calhoun,Consumer,Utah,0.08,,,,,,1,2012-11-06,23205,High,8,0.6,Office Supplies,Small Box,Kensington 6 Outlet SmartSocket Surge Protector,Appliances,-16.64,West,3236,,$320,2012-11-07,Express Air,7.2,40.98,,,84337
6,Older,,,Less,,,West,67,Stuart Calhoun,Consumer,Utah,0.08,,,,,,1,2012-11-06,23205,High,32,0.77,Technology,Small Pack,"Imation Neon Mac Format Diskettes, 10/Pack",Computer Peripherals,-59.73,West,3235,,$263,2012-11-07,Express Air,2.83,8.12,,,84337
6,Older,,,Less,,,West,67,Vivek Grady,Home Office,Utah,0.02,,,,,,1,2012-11-06,12516,Low,22,0.37,Office Supplies,Small Box,Xerox 231,Paper,-23.53,West,1749,,$155,2012-11-10,Regular Air,5.11,6.48,,,84791
6,Older,,,Less,,,West,67,Vivek Grady,Home Office,Utah,0.1,,,,,,1,2012-11-06,12516,Low,31,0.37,Technology,Jumbo Drum,Lexmark Z25 Color Inkjet Printer,Office Machines,66.22,West,1750,,"$2,360",2012-11-11,Delivery Truck,33.6,80.97,,,84791
6,Older,,,Less,,,West,67,Dianna Vittorini,Corporate,Arizona,0.08,,,,,,1,2012-11-07,59072,Not Specified,22,0.39,Office Supplies,Small Box,Xerox 1883,Paper,175.03,West,8259,,$577,2012-11-08,Regular Air,5.58,26.38,,,86442
6,Older,,,Less,,,Central,67,Mitch Webber,Corporate,Nebraska,0.06,,,,,,1,2012-11-07,39335,Not Specified,24,0.72,Technology,Small Pack,"Imation Primaris 3.5"" 2HD Unformatted Diskettes, 10/Pack",Computer Peripherals,-45.64,Central,5557,,$113,2012-11-08,Regular Air,2.39,4.77,,,68001
6,Older,,,Less,,,East,67,Ruben Dartt,Corporate,New York,0.08,,,,,,1,2012-11-07,9476,Not Specified,10,0.37,Office Supplies,Small Box,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Binders and Binder Accessories,-66.585,East,1293,,$165,2012-11-09,Express Air,13.18,15.99,,,10457
6,Older,,,Less,,,West,67,Dianna Vittorini,Corporate,Arizona,0.03,,,,,,1,2012-11-07,59072,Not Specified,12,0.36,Office Supplies,Small Box,Wilson Jones Custom Binder Spines & Labels,Binders and Binder Accessories,-51.704,West,8260,,$79,2012-11-09,Express Air,7.46,5.44,,,86442
6,Older,,,Less,,,Central,67,Peter Buhler,Consumer,Texas,0.06,,,,,,1,2012-11-07,6880,Medium,5,0.37,Office Supplies,Small Box,Xerox 1938,Paper,21.78,Central,949,,$235,2012-11-09,Regular Air,5.86,47.9,,,77474
6,Older,,,Less,,,Central,67,Mitch Webber,Corporate,Nebraska,0.1,,,,,,1,2012-11-07,39335,Not Specified,34,0.38,Office Supplies,Small Box,"Tyvek ® Top-Opening Peel & Seel Envelopes, Plain White",Envelopes,204.49,Central,5558,,$890,2012-11-09,Regular Air,8.23,27.18,,,68001
6,Older,,,Less,,,South,67,Denise Leinenbach,Home Office,Maryland,0.01,,,,,,1,2012-11-07,3589,High,23,0.37,Office Supplies,Small Box,Self-Adhesive Removable Labels,Labels,28.55,South,529,,$73,2012-11-09,Regular Air,0.49,3.15,,,21022
6,Older,,,Less,,,West,67,Tracy Hopkins,Small Business,Washington,0.08,,,,,,1,2012-11-07,25445,Low,48,0.35,Office Supplies,Small Box,Surelock™ Post Binders,Binders and Binder Accessories,617.0575,West,3567,,"$1,444",2012-11-09,Regular Air,2.99,30.56,,,99403
6,Older,,,Less,,,West,67,Dianna Vittorini,Corporate,Arizona,0,,,,,,1,2012-11-07,59072,Not Specified,38,0.58,Technology,Small Box,V2397,Telephones and Communication,1286.532,West,8262,,"$4,192",2012-11-09,Regular Air,2.5,125.99,,,86442
6,Older,,,Less,,,West,67,Dianna Vittorini,Corporate,Arizona,0.06,,,,,,1,2012-11-07,59072,Not Specified,2,0.81,Technology,Wrap Bag,Accessory37,Telephones and Communication,-112.189,West,8261,,$36,2012-11-09,Regular Air,2.5,20.99,,,86442
6,Older,,,Less,,,West,67,Bruce Degenhardt,Home Office,Arizona,0.09,,,,,,1,2012-11-07,29637,High,34,0.4,Technology,Medium Box,Canon P1-DHIII Palm Printing Calculator,Office Machines,-7.600000000,West,4176,,$598,2012-11-09,Regular Air,8.51,17.98,,,85295
6,Older,,,Less,,,Central,67,Anthony Rawles,Small Business,Illinois,0.02,,,,,,1,2012-11-08,51815,Low,21,0.59,Technology,Small Box,270c,Telephones and Communication,398.358,Central,7264,,"$2,292",2012-11-08,Regular Air,3,125.99,,,62999
6,Older,,,Less,,,East,67,Tonja Turnell,Consumer,New York,0.01,,,,,,1,2012-11-08,5222,Not Specified,40,0.49,Furniture,Jumbo Drum,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Tables,4503.63,East,728,,"$14,452",2012-11-09,Delivery Truck,60,349.45,,,10040
6,Older,,,Less,,,East,67,Meg O'Connel,Corporate,New Jersey,0.01,,,,,,1,2012-11-08,57153,Critical,45,0.38,Office Supplies,Small Box,"#10 White Business Envelopes,4 1/8 x 9 1/2",Envelopes,336.25,East,7996,,$698,2012-11-09,Regular Air,1.39,15.67,,,07514
6,Older,,,Less,,,West,67,Sara Luxemburg,Small Business,California,0.05,,,,,,1,2012-11-08,39426,Critical,21,0.39,Office Supplies,Wrap Bag,Staples Metal Binder Clips,Rubber Bands,12.71,West,5567,,$56,2012-11-09,Regular Air,0.8,2.62,,,94404
6,Older,,,Less,,,East,67,Meg O'Connel,Corporate,New Jersey,0.02,,,,,,1,2012-11-08,57153,Critical,9,0.42,Office Supplies,Medium Box,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",Appliances,-14.52,East,7997,,$106,2012-11-10,Regular Air,6.12,11.33,,,07514
6,Older,,,Less,,,Central,67,Anthony Rawles,Small Business,Illinois,0.01,,,,,,1,2012-11-08,51815,Low,37,0.38,Office Supplies,Small Box,Storex Dura Pro™ Binders,Binders and Binder Accessories,-256.519,Central,7265,,$228,2012-11-15,Regular Air,9.92,5.94,,,62999
6,Older,,,Less,,,Central,67,Dan Reichenbach,Corporate,Michigan,0.03,,,,,,1,2012-11-09,23076,Critical,50,0.46,Furniture,Wrap Bag,Coloredge Poster Frame,Office Furnishings,122.21,Central,3214,,$742,2012-11-10,Regular Air,5.3,14.2,,,49634
6,Older,,,Less,,,East,67,Brad Thomas,Home Office,Connecticut,0.04,,,,,,1,2012-11-09,22402,Critical,33,0.35,Office Supplies,Small Box,Vinyl Sectional Post Binders,Binders and Binder Accessories,497.114,East,3117,,"$1,194",2012-11-10,Regular Air,2.99,37.7,,,06074
6,Older,,,Less,,,East,67,Brad Thomas,Home Office,Connecticut,0.01,,,,,,1,2012-11-09,22402,Critical,1,0.83,Technology,Small Pack,Accessory36,Telephones and Communication,-235.895,East,3118,,$52,2012-11-10,Regular Air,5,55.99,,,06074
6,Older,,,Less,,,West,67,Berenike Kampe,Corporate,Colorado,0.05,,,,,,1,2012-11-09,17408,Not Specified,26,0.37,Office Supplies,Small Box,3M Organizer Strips,Binders and Binder Accessories,-132.6295,West,2401,,$150,2012-11-11,Express Air,7.78,5.4,,,80728
6,Older,,,Less,,,West,67,Berenike Kampe,Corporate,Colorado,0.02,,,,,,1,2012-11-09,17408,Not Specified,41,0.58,Technology,Medium Box,1726 Digital Answering Machine,Telephones and Communication,49.788,West,2400,,$728,2012-11-11,Regular Air,4.81,20.99,,,80728
6,Older,,,Less,,,Central,67,Aaron Smayling,Small Business,Ohio,0.01,,,,,,1,2012-11-10,21190,Medium,28,0.4,Office Supplies,Small Box,"Tyvek ® Top-Opening Peel & Seel ® Envelopes, Gray",Envelopes,401.8,Central,2925,,"$1,063",2012-11-10,Regular Air,6.66,35.94,,,43001
6,Older,,,Less,,,Central,67,Sheri Gordon,Corporate,Nebraska,0.03,,,,,,1,2012-11-10,56486,Critical,11,0.4,Office Supplies,Small Box,Xerox 1947,Paper,-23.5,Central,7898,,$74,2012-11-11,Regular Air,5.35,5.98,,,68155
6,Older,,,Less,,,West,67,Ralph Arnett,Consumer,Idaho,0,,,,,,1,2012-11-10,6464,Medium,42,0.74,Furniture,Medium Box,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Office Furnishings,-1014.11,West,899,,"$3,992",2012-11-12,Regular Air,56.2,90.98,,,83201
6,Older,,,Less,,,West,67,Tanja Norvell,Consumer,Utah,0.03,,,,,,1,2012-11-10,16225,Critical,30,0.59,Office Supplies,Small Box,Portfile® Personal File Boxes,Storage & Organization,-82.5,West,2253,,$550,2012-11-12,Regular Air,9.47,17.7,,,84631
6,Older,,,Less,,,West,67,Ralph Arnett,Consumer,Idaho,0.07,,,,,,1,2012-11-10,6464,Medium,1,0.56,Office Supplies,Small Box,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Appliances,-41.77,West,898,,$58,2012-11-12,Regular Air,4.5,60.97,,,83201
